Исходный текст,Распознанный текст,Предсказанная группа,Индекс группы,Уверенность (%),Результат,Русских букв,Латинских букв,Цифр
Phospholipids_2,Ph0spholipids,фосфолипиды,8,100.00,✔️ Полное совпадение,0,12,1
Phospholipids_3,Phosphoiрids,фосфолипиды,8,96.00,🟠 Частичное совпадение,1,11,0
Phospholipids_4,Phosph0lipids,фосфолипиды,8,100.00,✔️ Полное совпадение,0,12,1
Общий билирубин_0,Общий билируби,билирубин общий,9,96.55,🟠 Частичное совпадение,13,0,0
Общий билирубин_1,Общий би лирубин,билирубин общий,9,96.77,🟠 Частичное совпадение,14,0,0
Общий билирубин_2,бщиЙ билирубин,билирубин общий,9,96.55,🟠 Частичное совпадение,13,0,0
Общий билирубин_4,бщий билирубин,билирубин общий,9,96.55,🟠 Частичное совпадение,13,0,0
Общий билирубин_5,Общий илирубин,билирубин общий,9,96.55,🟠 Частичное совпадение,13,0,0
Общий билирубин_6,Общий билирyбин,билирубин общий,9,100.00,✔️ Полное совпадение,13,1,0
Общий билирубин_7,щий билирубин,билирубин общий,9,92.86,🟠 Частичное совпадение,12,0,0
Total Bilirubin_1,T otal Bilirubin,билирубин общий,9,96.77,🟠 Частичное совпадение,0,14,0
Total Bilirubin_2,Total Bilirbin,билирубин общий,9,96.55,🟠 Частичное совпадение,0,13,0
Total Bilirubin_3,Total Bilirubi,билирубин общий,9,96.55,🟠 Частичное совпадение,0,13,0
Total Bilirubin_4,tal Bilirub,билирубин общий,9,84.62,🟠 Частичное совпадение,0,10,0
Total Bilirubin_5,otal Bilirbin,билирубин общий,9,92.86,🟠 Частичное совпадение,0,12,0
Total Bilirubin_6,Total  Bilirubin,билирубин общий,9,100.00,✔️ Полное совпадение,0,14,0
Total Bilirubin_7,Total BiliRubi,билирубин общий,9,96.55,🟠 Частичное совпадение,0,13,0
TBIL_0,TB1L,билирубин общий,9,100.00,✔️ Полное совпадение,0,3,1
TBIL_1,T8IL,билирубин общий,9,100.00,✔️ Полное совпадение,0,3,1
Прямой билирубин_0,Прямой билирубИн,билирубин прямой,10,100.00,✔️ Полное совпадение,15,0,0
Прямой билирубин_1,Прямой билируби,билирубин прямой,10,96.77,🟠 Частичное совпадение,14,0,0
Прямой билирубин_2,ямой билирубин,билирубин прямой,10,93.33,🟠 Частичное совпадение,13,0,0
Прямой билирубин_3,П рямой билирубин,билирубин прямой,10,96.97,🟠 Частичное совпадение,15,0,0
Прямой билирубин_4,Прямoй билирубин,билирубин прямой,10,100.00,✔️ Полное совпадение,14,1,0
Прямой билирубин_5,Прямой билирубиН,билирубин прямой,10,100.00,✔️ Полное совпадение,15,0,0
Прямой билирубин_6,Прямой билируин,билирубин прямой,10,96.77,🟠 Частичное совпадение,14,0,0
Связанный билирубин_0,вязанный билируб,билирубин прямой,10,91.43,🟠 Частичное совпадение,15,0,0
Связанный билирубин_1,Сязанный б илирубин,билирубин прямой,10,94.74,🟠 Частичное совпадение,17,0,0
Связанный билирубин_2,Связанный билиpуби,билирубин прямой,10,97.30,🟠 Частичное совпадение,16,1,0
Связанный билирубин_3,Связанный билирубИн,билирубин прямой,10,100.00,✔️ Полное совпадение,18,0,0
Связанный билирубин_4,Связанны билирубин,билирубин прямой,10,97.30,🟠 Частичное совпадение,17,0,0
Связанный билирубин_6,Связанный билиpубин,билирубин прямой,10,100.00,✔️ Полное совпадение,17,1,0
Связанный билирубин_7,СвяЗанный билирубин,билирубин прямой,10,100.00,✔️ Полное совпадение,18,0,0
Конъюгированный билирубин_0,Конъюгированны й билирубин,билирубин прямой,10,98.04,🟠 Частичное совпадение,24,0,0
Конъюгированный билирубин_1,Конъюгированный бил ирубин,билирубин прямой,10,98.04,🟠 Частичное совпадение,24,0,0
Конъюгированный билирубин_3,Конъюгировaнный билирубиН,билирубин прямой,10,100.00,✔️ Полное совпадение,23,1,0
Конъюгированный билирубин_4,нъюгированный билирубин,билирубин прямой,10,95.83,🟠 Частичное совпадение,22,0,0
Конъюгированный билирубин_5,КонЪюгированный билирубин,билирубин прямой,10,100.00,✔️ Полное совпадение,24,0,0
Конъюгированный билирубин_6,онъюгированный билирубин,билирубин прямой,10,97.96,🟠 Частичное совпадение,23,0,0
Конъюгированный билирубин_7,Конъюгированный Билирубин,билирубин прямой,10,100.00,✔️ Полное совпадение,24,0,0
Direct Bilirubin_1,Direct Bilirubi,билирубин прямой,10,96.77,🟠 Частичное совпадение,0,14,0
Direct Bilirubin_2,rect Bilirubin,билирубин прямой,10,93.33,🟠 Частичное совпадение,0,13,0
Direct Bilirubin_3,Direct bilirubin,билирубин прямой,10,100.00,✔️ Полное совпадение,0,15,0
Direct Bilirubin_4,ir ect Bilirubin,билирубин прямой,10,93.75,🟠 Частичное совпадение,0,14,0
Direct Bilirubin_5,Direct B ilirub,билирубин прямой,10,90.32,🟠 Частичное совпадение,0,13,0
Direct Bilirubin_6,Direct Biliruin,билирубин прямой,10,96.77,🟠 Частичное совпадение,0,14,0
Direct Bilirubin_7,Direct B ilirubin,билирубин прямой,10,96.97,🟠 Частичное совпадение,0,15,0
Непрямой билирубин_1,Непрямой б илируБин,билирубин непрямой,11,97.30,🟠 Частичное совпадение,17,0,0
Непрямой билирубин_2,Непрмой  билирубин,билирубин непрямой,11,97.14,🟠 Частичное совпадение,16,0,0
Непрямой билирубин_3,епрямой билирубин,билирубин непрямой,11,97.14,🟠 Частичное совпадение,16,0,0
Непрямой билирубин_4,Непрямой билируин,билирубин непрямой,11,97.14,🟠 Частичное совпадение,16,0,0
Непрямой билирубин_5,Непямой билирубин,билирубин непрямой,11,97.14,🟠 Частичное совпадение,16,0,0
Непрямой билирубин_6,Непрямо й билирубин,билирубин непрямой,11,97.30,🟠 Частичное совпадение,17,0,0
Непрямой билирубин_7,НепрямоЙ билирубин,билирубин непрямой,11,100.00,✔️ Полное совпадение,17,0,0
Свободный билирубин_0,СвободныЙ билирубин,билирубин непрямой,11,100.00,✔️ Полное совпадение,18,0,0
Свободный билирубин_1,свобод ный билирубин,билирубин непрямой,11,97.44,🟠 Частичное совпадение,18,0,0
Свободный билирубин_3,вободный билирубин,билирубин непрямой,11,97.30,🟠 Частичное совпадение,17,0,0
Свободный билирубин_4,вобоный билирубин,билирубин непрямой,11,94.44,🟠 Частичное совпадение,16,0,0
Свободный билирубин_5,Свободный билируби,билирубин непрямой,11,97.30,🟠 Частичное совпадение,17,0,0
Свободный билирубин_6,Свободный билирубн,билирубин непрямой,11,97.30,🟠 Частичное совпадение,17,0,0
Свободный билирубин_7,Сободный били рубин,билирубин непрямой,11,94.74,🟠 Частичное совпадение,17,0,0
Неконъюгированный билирубин_0,Неконъюгированный билируин,билирубин непрямой,11,98.11,🟠 Частичное совпадение,25,0,0
Неконъюгированный билирубин_1,конъюгированНый билирубин,билирубин прямой,10,100.00,❌ Неверное совпадение,24,0,0
Неконъюгированный билирубин_3,Неконъюгирова нный билирубин,билирубин непрямой,11,98.18,🟠 Частичное совпадение,26,0,0
Неконъюгированный билирубин_4,конъюгированный билирубин,билирубин прямой,10,100.00,❌ Неверное совпадение,24,0,0
Неконъюгированный билирубин_5,Неконъюгированный  билируби,билирубин непрямой,11,98.11,🟠 Частичное совпадение,25,0,0
Неконъюгированный билирубин_6,Неконъюгированный билируб,билирубин непрямой,11,96.15,🟠 Частичное совпадение,24,0,0
Неконъюгированный билирубин_7,Неконъюгированный билир убин,билирубин непрямой,11,98.18,🟠 Частичное совпадение,26,0,0
Indirect Bilirubin_0,Indire ct Bilirubin,билирубин непрямой,11,97.30,🟠 Частичное совпадение,0,17,0
Indirect Bilirubin_1,Indirect Bili rubn,билирубин непрямой,11,94.44,🟠 Частичное совпадение,0,16,0
Indirect Bilirubin_2,direct Bilirubin,билирубин прямой,10,100.00,❌ Неверное совпадение,0,15,0
Indirect Bilirubin_3,Indirect 8ilirubin,билирубин непрямой,11,94.44,🟠 Частичное совпадение,0,16,1
Indirect Bilirubin_5,Indirect Bilir ubin,билирубин непрямой,11,97.30,🟠 Частичное совпадение,0,17,0
Indirect Bilirubin_6,Indireсt 8ilirubin,билирубин непрямой,11,88.89,🟠 Частичное совпадение,1,15,1
Indirect Bilirubin_7,direct BilirubIn,билирубин прямой,10,100.00,❌ Неверное совпадение,0,15,0
IBIL_0,1BIL,билирубин общий,9,75.00,❌ Неверное совпадение,0,3,1
Билирубин_0,Билир убин,дополнительные билирубины,12,94.74,🟠 Частичное совпадение,9,0,0
Билирубин_1,Бил ирубин,дополнительные билирубины,12,94.74,🟠 Частичное совпадение,9,0,0
Билирубин_2,Били рубин,дополнительные билирубины,12,94.74,🟠 Частичное совпадение,9,0,0
Билирубин_3,Б илирубн,дополнительные билирубины,12,88.89,🟠 Частичное совпадение,8,0,0
Билирубин_4,Билируб ин,дополнительные билирубины,12,94.74,🟠 Частичное совпадение,9,0,0
Билирубин_5,Билирyбин,дополнительные билирубины,12,100.00,✔️ Полное совпадение,8,1,0
Билирубин_7,илирyбин,дополнительные билирубины,12,94.12,🟠 Частичное совпадение,7,1,0
Моноглюкоронид_0,Моноглю коронид,дополнительные билирубины,12,96.55,🟠 Частичное совпадение,14,0,0
Моноглюкоронид_1,Многлюкорон ид,дополнительные билирубины,12,92.86,🟠 Частичное совпадение,13,0,0
Моноглюкоронид_2,МоНогл юкоронид,дополнительные билирубины,12,96.55,🟠 Частичное совпадение,14,0,0
Моноглюкоронид_3,Моноглюкорoнид,дополнительные билирубины,12,100.00,✔️ Полное совпадение,13,1,0
Моноглюкоронид_5,Моноглюkоронид,дополнительные билирубины,12,100.00,✔️ Полное совпадение,13,1,0
Диглюкоронид_0,Диглюк оронид,дополнительные билирубины,12,96.00,🟠 Частичное совпадение,12,0,0
Диглюкоронид_1,Диглюкоро ид,дополнительные билирубины,12,91.67,🟠 Частичное совпадение,11,0,0
Диглюкоронид_3,Д иглюкоронид,дополнительные билирубины,12,96.00,🟠 Частичное совпадение,12,0,0
Диглюкоронид_4,Диглюкорон ид,дополнительные билирубины,12,96.00,🟠 Частичное совпадение,12,0,0
Диглюкоронид_5,Ди глюкоронид,дополнительные билирубины,12,96.00,🟠 Частичное совпадение,12,0,0
Диглюкоронид_6,Диглюкоpонид,дополнительные билирубины,12,100.00,✔️ Полное совпадение,11,1,0
Билирубин-глюкуронид_0,Билирубин-гЛюкронид,дополнительные билирубины,12,97.30,🟠 Частичное совпадение,18,0,0
Билирубин-глюкуронид_1,Билируб ин-глюкуронид,дополнительные билирубины,12,97.44,🟠 Частичное совпадение,19,0,0
Билирубин-глюкуронид_2,БилиРубин-глюкуроНид,дополнительные билирубины,12,100.00,✔️ Полное совпадение,19,0,0
Билирубин-глюкуронид_4,Билируби н-глюкуронд,дополнительные билирубины,12,94.74,🟠 Частичное совпадение,18,0,0
Билирубин-глюкуронид_5,Билирубин-глюкурон,дополнительные билирубины,12,94.44,🟠 Частичное совпадение,17,0,0
Билирубин-глюкуронид_6,Билирубин-глюкуронИд,дополнительные билирубины,12,100.00,✔️ Полное совпадение,19,0,0
Билирубин-глюкуронид_7,Бил ирубин-глюкуронид,дополнительные билирубины,12,97.44,🟠 Частичное совпадение,19,0,0
Общий белок_0,Общи белок,общий белок,13,95.24,🟠 Частичное совпадение,9,0,0
Общий белок_1,Общий бел,общий белок,13,90.00,🟠 Частичное совпадение,8,0,0
Общий белок_2,бЩий белок,общий белок,13,95.24,🟠 Частичное совпадение,9,0,0
Общий белок_3,Ощий белоК,общий белок,13,95.24,🟠 Частичное совпадение,9,0,0
Общий белок_4,щий белок,общий белок,13,90.00,🟠 Частичное совпадение,8,0,0
Общий белок_5,Общий блк,общий белок,13,90.00,🟠 Частичное совпадение,8,0,0
Общий белок_6,Общй белок,общий белок,13,95.24,🟠 Частичное совпадение,9,0,0
Общий белок_7,бщий белок,общий белок,13,95.24,🟠 Частичное совпадение,9,0,0
Total Protein_0,TOtal Protеin,общий белок,13,100.00,✔️ Полное совпадение,1,11,0
Total Protein_1,Totаl rotein,общий белок,13,96.00,🟠 Частичное совпадение,1,10,0
Total Protein_2,Totl Protei,общий белок,13,91.67,🟠 Частичное совпадение,0,10,0
Total Protein_3,Total Proein,общий белок,13,96.00,🟠 Частичное совпадение,0,11,0
Total Protein_4,otal Protein,общий белок,13,96.00,🟠 Частичное совпадение,0,11,0
Total Protein_5,Total Prote in,общий белок,13,96.30,🟠 Частичное совпадение,0,12,0
Total Protein_7,Total Prоtein,общий белок,13,100.00,✔️ Полное совпадение,1,11,0
Альбумин_0,Альбyмин,альбумин,14,100.00,✔️ Полное совпадение,7,1,0
Альбумин_1,Альбум ин,альбумин,14,94.12,🟠 Частичное совпадение,8,0,0
Альбумин_2,Альбу мин,альбумин,14,94.12,🟠 Частичное совпадение,8,0,0
Альбумин_4,Аль бумин,альбумин,14,94.12,🟠 Частичное совпадение,8,0,0
Albumin_1,Album in,альбумин,14,93.33,🟠 Частичное совпадение,0,7,0
Albumin_2,Albu min,альбумин,14,93.33,🟠 Частичное совпадение,0,7,0
Albumin_3,Al umin,альбумин,14,85.71,🟠 Частичное совпадение,0,6,0
Albumin_4,A lbumin,альбумин,14,93.33,🟠 Частичное совпадение,0,7,0
ALB_1,AL8,альбумин,14,100.00,✔️ Полное совпадение,0,2,1
Альфа-1-глобулины_0,ьфа1глобулины,альфа-2-глобулины,16,85.71,❌ Неверное совпадение,12,0,1
Альфа-1-глобулины_1,Альфа-1-глобуины,альфа-1-глобулины,15,96.55,🟠 Частичное совпадение,13,0,1
Альфа-1-глобулины_2,Альфа-1-глoбулины,альфа-1-глобулины,15,100.00,✔️ Полное совпадение,13,1,1
Альфа-1-глобулины_3,А льфа-1-глобулин,альфа-1-глобулины,15,93.33,🟠 Частичное совпадение,13,0,1
Альфа-1-глобулины_4,А льфа-1-глобулины,альфа-1-глобулины,15,96.77,🟠 Частичное совпадение,14,0,1
Альфа-1-глобулины_5,Альфа1глобулны,альфа-2-глобулины,16,89.66,❌ Неверное совпадение,13,0,1
Альфа-1-глобулины_6,Альфа-1-лобулины,альфа-1-глобулины,15,96.55,🟠 Частичное совпадение,13,0,1
Alpha-1-globulins_0,Alpha1-globu1ins,альфа-1-глобулины,15,93.33,🟠 Частичное совпадение,0,13,2
Alpha-1-globulins_1,Apha-1-globulins,альфа-1-глобулины,15,96.55,🟠 Частичное совпадение,0,13,1
Alpha-1-globulins_3,Alpha-1-gLobuli,альфа-1-глобулины,15,92.86,🟠 Частичное совпадение,0,12,1
Alpha-1-globulins_4,Alpha-1-globulin,альфа-1-глобулины,15,96.55,🟠 Частичное совпадение,0,13,1
Alpha-1-globulins_5,pha-1-globulis,альфа-1-глобулины,15,88.89,🟠 Частичное совпадение,0,11,1
Alpha-1-globulins_6,Alpha1globulins,альфа-2-глобулины,16,93.33,❌ Неверное совпадение,0,14,1
Alpha-1-globulins_7,Alpha -1-globulins,альфа-1-глобулины,15,96.77,🟠 Частичное совпадение,0,14,1
Альфа-2-глобулины_0,Альфа2гЛобулины,альфа-2-глобулины,16,93.33,🟠 Частичное совпадение,14,0,1
Альфа-2-глобулины_1,Альфа--глобулин,альфа-2-глобулины,16,92.86,🟠 Частичное совпадение,13,0,0
Альфа-2-глобулины_2,Аьф а-2-глобулины,альфа-2-глобулины,16,93.33,🟠 Частичное совпадение,13,0,1
Альфа-2-глобулины_3,Альфа2глобулины,альфа-2-глобулины,16,93.33,🟠 Частичное совпадение,14,0,1
Альфа-2-глобулины_4,Альфа2глобули,альфа-2-глобулины,16,85.71,🟠 Частичное совпадение,12,0,1
Альфа-2-глобулины_5,Альфа-2-гЛобули ны,альфа-2-глобулины,16,96.77,🟠 Частичное совпадение,14,0,1
Альфа-2-глобулины_6,Альфа-Z-глобулин,альфа-2-глобулины,16,89.66,🟠 Частичное совпадение,13,1,0
Альфа-2-глобулины_7,Альфа-2-глобули,альфа-2-глобулины,16,92.86,🟠 Частичное совпадение,12,0,1
Alpha-2-globulins_0,Alpha-2-lobulins,альфа-2-глобулины,16,96.55,🟠 Частичное совпадение,0,13,1
Alpha-2-globulins_2,lpha-2-globulins,альфа-2-глобулины,16,96.55,🟠 Частичное совпадение,0,13,1
Alpha-2-globulins_3,Alpha-2-globuli,альфа-2-глобулины,16,92.86,🟠 Частичное совпадение,0,12,1
Alpha-2-globulins_4,lpha-2-glObulins,альфа-2-глобулины,16,96.55,🟠 Частичное совпадение,0,13,1
Alpha-2-globulins_5,Alpha-2-g Lobulins,альфа-2-глобулины,16,96.77,🟠 Частичное совпадение,0,14,1
Alpha-2-globulins_6,Alpha-2-globuIins,альфа-2-глобулины,16,93.33,🟠 Частичное совпадение,0,14,1
Alpha-2-globulins_7,Alp a-2-globulins,альфа-2-глобулины,16,93.33,🟠 Частичное совпадение,0,13,1
Бета-глобулины_0,та-глобулины,бета-глобулины,17,91.67,🟠 Частичное совпадение,11,0,0
Бета-глобулины_2,Бета-глОбули,бета-глобулины,17,91.67,🟠 Частичное совпадение,11,0,0
Бета-глобулины_3,Бе та-глобулины,бета-глобулины,17,96.30,🟠 Частичное совпадение,13,0,0
Бета-глобулины_4,Бет-лобулины,бета-глобулины,17,91.67,🟠 Частичное совпадение,11,0,0
Бета-глобулины_5,ета-глобулины,бета-глобулины,17,96.00,🟠 Частичное совпадение,12,0,0
Бета-глобулины_6,Бета-глобули,бета-глобулины,17,91.67,🟠 Частичное совпадение,11,0,0
Бета-глобулины_7,ета-глoбулины,бета-глобулины,17,96.00,🟠 Частичное совпадение,11,1,0
Beta-globulins_0,BEta-globulins,бета-глобулины,17,100.00,✔️ Полное совпадение,0,13,0
Beta-globulins_1,Bet-globulins,бета-глобулины,17,96.00,🟠 Частичное совпадение,0,12,0
Beta-globulins_2,Beta-globulIns,бета-глобулины,17,100.00,✔️ Полное совпадение,0,13,0
Beta-globulins_3,ta-globulins,бета-глобулины,17,91.67,🟠 Частичное совпадение,0,11,0
Beta-globulins_4,Bet a-globulins,бета-глобулины,17,96.30,🟠 Частичное совпадение,0,13,0
Beta-globulins_6,Beta-globul ins,бета-глобулины,17,96.30,🟠 Частичное совпадение,0,13,0
Beta-globulins_7,ta-gloBulins,бета-глобулины,17,91.67,🟠 Частичное совпадение,0,11,0
Гамма-глобулины_0,Гамма- глобулИны,гамма-глобулины,18,96.55,🟠 Частичное совпадение,14,0,0
Гамма-глобулины_2,Гамма-глобули ны,гамма-глобулины,18,96.55,🟠 Частичное совпадение,14,0,0
Гамма-глобулины_3,ГаммА-глобулины,гамма-глобулины,18,100.00,✔️ Полное совпадение,14,0,0
Гамма-глобулины_4,ГАмма-глобулины,гамма-глобулины,18,100.00,✔️ Полное совпадение,14,0,0
Гамма-глобулины_5,Гамма-глобулиы,гамма-глобулины,18,96.30,🟠 Частичное совпадение,13,0,0
Гамма-глобулины_6,Гамма-глобулин,гамма-глобулины,18,96.30,🟠 Частичное совпадение,13,0,0
Гамма-глобулины_7,Гамма-г обулины,гамма-глобулины,18,92.86,🟠 Частичное совпадение,13,0,0
Gamma-globulins_0,Gamma-globulns,гамма-глобулины,18,96.30,🟠 Частичное совпадение,0,13,0
Gamma-globulins_1,GaMmA-globulins,гамма-глобулины,18,100.00,✔️ Полное совпадение,0,14,0
Gamma-globulins_2,Gama-globulins,гамма-глобулины,18,96.30,🟠 Частичное совпадение,0,13,0
Gamma-globulins_3,mma-gl0bulins,гамма-глобулины,18,92.31,🟠 Частичное совпадение,0,11,1
Gamma-globulins_5,Gamma-gobulins,гамма-глобулины,18,96.30,🟠 Частичное совпадение,0,13,0
Gamma-globulins_6,GamMa-globulins,гамма-глобулины,18,100.00,✔️ Полное совпадение,0,14,0
Gamma-globulins_7,Gammaglo bulins,гамма-глобулины,18,96.55,🟠 Частичное совпадение,0,14,0
АсАт_0,АcАт,аст,19,100.00,✔️ Полное совпадение,3,1,0
Аспартатаминотрансфераза_0,Аспарта таминотрансфераза,аст,19,97.96,🟠 Частичное совпадение,24,0,0
Аспартатаминотрансфераза_1,Аспа ртатаминотрансфераза,аст,19,97.96,🟠 Частичное совпадение,24,0,0
Аспартатаминотрансфераза_2,Аспартатминотpансфераза,аст,19,97.87,🟠 Частичное совпадение,22,1,0
Аспартатаминотрансфераза_3,Ас партатаминотрансфераза,аст,19,97.96,🟠 Частичное совпадение,24,0,0
Аспартатаминотрансфераза_4,Аспартатаминотрaнсфераза,аст,19,100.00,✔️ Полное совпадение,23,1,0
Аспартатаминотрансфераза_5,Аспартатаминтрансферазa,аст,19,97.87,🟠 Частичное совпадение,22,1,0
Аспартат-аминотрансфераза_0,Асартат-аминотрансфераза,аст,19,97.87,🟠 Частичное совпадение,23,0,0
Аспартат-аминотрансфераза_1,Асартат-аминотрАнсфераза,аст,19,97.87,🟠 Частичное совпадение,23,0,0
Аспартат-аминотрансфераза_2,Аспартат-аминотрансфера,аст,19,95.65,🟠 Частичное совпадение,22,0,0
Аспартат-аминотрансфераза_3,Апартат-аминотрансфераза,аст,19,97.87,🟠 Частичное совпадение,23,0,0
Аспартат-аминотрансфераза_4,Аспартат- аминотрансфераза,аст,19,97.96,🟠 Частичное совпадение,24,0,0
Аспартат-аминотрансфераза_5,Аспартат-аминотранфераза,аст,19,97.87,🟠 Частичное совпадение,23,0,0
Аспартат-аминотрансфераза_6,Аспартат-аминотрансфераз,аст,19,97.87,🟠 Частичное совпадение,23,0,0
Aspartate Aminotransferase_1,Aspartate AminotransFerase,аст,19,100.00,✔️ Полное совпадение,0,25,0
Aspartate Aminotransferase_2,Aspartate aminotransferase,аст,19,100.00,✔️ Полное совпадение,0,25,0
Aspartate Aminotransferase_3,spartat e Aminotransferase,аст,19,96.15,🟠 Частичное совпадение,0,24,0
Aspartate Aminotransferase_4,AspartatE Aminotransferase,аст,19,100.00,✔️ Полное совпадение,0,25,0
Aspartate Aminotransferase_5,Aspartate Aminotransfera,аст,19,96.00,🟠 Частичное совпадение,0,23,0
Aspartate Aminotransferase_6,Aspar tate AminotransfeRase,аст,19,98.11,🟠 Частичное совпадение,0,25,0
Aspartate Aminotransferase_7,Aspartate Aminotransferas,аст,19,98.04,🟠 Частичное совпадение,0,24,0
Аланинаминотрансфераза_0,Аланинаминотра нсфераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланинаминотрансфераза_1,Аланина минотрансфераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланинаминотрансфераза_2,АлаНи наминотрансфераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланинаминотрансфераза_3,Аланинаминотр ансфераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланинаминотрансфераза_4,Аланина минотрансферазa,алт,20,97.78,🟠 Частичное совпадение,21,1,0
Аланинаминотрансфераза_5,Аланинаминотрансферазa,алт,20,100.00,✔️ Полное совпадение,21,1,0
Аланинаминотрансфераза_7,Алани наминотрансфераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланин-аминотрансфераза_0,Аланин-минотрансфеаза,алт,20,95.24,🟠 Частичное совпадение,20,0,0
Аланин-аминотрансфераза_1,АланИн-аминотрансфераза,алт,20,100.00,✔️ Полное совпадение,22,0,0
Аланин-аминотрансфераза_2,Аанин-аминотрансфераза,алт,20,97.67,🟠 Частичное совпадение,21,0,0
Аланин-аминотрансфераза_3,Аланин-аминотрансф ераза,алт,20,97.78,🟠 Частичное совпадение,22,0,0
Аланин-аминотрансфераза_5,анин-аминотрансфера,алт,20,90.00,🟠 Частичное совпадение,18,0,0
Аланин-аминотрансфераза_6,АЛанин-аминотрансфераза,алт,20,100.00,✔️ Полное совпадение,22,0,0
Аланин-аминотрансфераза_7,Аланин-аминОтрансфераза,алт,20,100.00,✔️ Полное совпадение,22,0,0
Alanine Aminotransferase_0,Alanine Aminotransfera,алт,20,95.65,🟠 Частичное совпадение,0,21,0
Alanine Aminotransferase_1,Alanine Amnotransferase,алт,20,97.87,🟠 Частичное совпадение,0,22,0
Alanine Aminotransferase_2,Alanin e Aminotransferase,алт,20,97.96,🟠 Частичное совпадение,0,23,0
Alanine Aminotransferase_3,Alanine  Amnotransferase,алт,20,97.87,🟠 Частичное совпадение,0,22,0
Alanine Aminotransferase_4,Alanine Ainotransferase,алт,20,97.87,🟠 Частичное совпадение,0,22,0
Alanine Aminotransferase_5,AlAnine AminotraNsferase,алт,20,100.00,✔️ Полное совпадение,0,23,0
Alanine Aminotransferase_6,Alanine Aminоtransferase,алт,20,100.00,✔️ Полное совпадение,1,22,0
Щелочная фосфатаза_0,ЩелОчная фосфатаза,щелочная фосфатаза,21,100.00,✔️ Полное совпадение,17,0,0
Щелочная фосфатаза_1,Щелочн ая фосфатаза,щелочная фосфатаза,21,97.30,🟠 Частичное совпадение,17,0,0
Щелочная фосфатаза_2,Щелочная фосфaтаза,щелочная фосфатаза,21,100.00,✔️ Полное совпадение,16,1,0
Щелочная фосфатаза_3,ЩелочНая фосфатаза,щелочная фосфатаза,21,100.00,✔️ Полное совпадение,17,0,0
Щелочная фосфатаза_5,елочная фосфатаза,щелочная фосфатаза,21,97.14,🟠 Частичное совпадение,16,0,0
Щелочная фосфатаза_6,Щелочна фосфатаа,щелочная фосфатаза,21,94.12,🟠 Частичное совпадение,15,0,0
Щелочная фосфатаза_7,Щелочная фо сфатаза,щелочная фосфатаза,21,97.30,🟠 Частичное совпадение,17,0,0
Alkaline Phosphatase_0,kaline Phosphatasе,щелочная фосфатаза,21,94.74,🟠 Частичное совпадение,1,16,0
Alkaline Phosphatase_1,Alkaline PHosp hatase,щелочная фосфатаза,21,97.56,🟠 Частичное совпадение,0,19,0
Alkaline Phosphatase_2,Alkaline Phosphatse,щелочная фосфатаза,21,97.44,🟠 Частичное совпадение,0,18,0
Alkaline Phosphatase_3,kaline Phospatase,щелочная фосфатаза,21,91.89,🟠 Частичное совпадение,0,16,0
Alkaline Phosphatase_4,Alkaline Posphatase,щелочная фосфатаза,21,97.44,🟠 Частичное совпадение,0,18,0
Alkaline Phosphatase_5,Alkаline Phosphat ase,щелочная фосфатаза,21,97.56,🟠 Частичное совпадение,1,18,0
Alkaline Phosphatase_6,Alkaline Phosphatas,щелочная фосфатаза,21,97.44,🟠 Частичное совпадение,0,18,0
Липаза_1,Липазa,липаза,22,100.00,✔️ Полное совпадение,5,1,0
Lipase_0,Lipasе,липаза,22,100.00,✔️ Полное совпадение,1,5,0
LPS_1,LP5,липаза,22,100.00,✔️ Полное совпадение,0,2,1
Амилаза_0,Амилазa,амилаза,23,100.00,✔️ Полное совпадение,6,1,0
Амилаза_2,Ам илаза,амилаза,23,93.33,🟠 Частичное совпадение,7,0,0
Амилаза_3,милaза,амилаза,23,92.31,🟠 Частичное совпадение,5,1,0
Амилаза_4,Амила за,амилаза,23,93.33,🟠 Частичное совпадение,7,0,0
Альфа-амилаза_0,ьфа-аМилаза,амилаза,23,90.91,🟠 Частичное совпадение,10,0,0
Альфа-амилаза_1,Альфa-амилаза,амилаза,23,100.00,✔️ Полное совпадение,11,1,0
Альфа-амилаза_3,Алфа-амИлаза,амилаза,23,95.65,🟠 Частичное совпадение,11,0,0
Альфа-амилаза_4,Альфа-амилАза,амилаза,23,100.00,✔️ Полное совпадение,12,0,0
Альфа-амилаза_5,Альфа -амилaза,амилаза,23,96.00,🟠 Частичное совпадение,11,1,0
Альфа-амилаза_6,Альфа-амилаЗа,амилаза,23,100.00,✔️ Полное совпадение,12,0,0
Альфа-амилаза_7,Альфа-амиаза,амилаза,23,95.65,🟠 Частичное совпадение,11,0,0
Amylase_0,Am Ylase,амилаза,23,93.33,🟠 Частичное совпадение,0,7,0
Amylase_1,Am ylase,амилаза,23,93.33,🟠 Частичное совпадение,0,7,0
Amylase_2,Amyl ase,амилаза,23,93.33,🟠 Частичное совпадение,0,7,0
Amylase_4,Amy1ase,амилаза,23,85.71,🟠 Частичное совпадение,0,6,1
